time,x,y,x_m,y_m,field_length_m,field_width_m,field_type,player
1943.68,0.2,0.29,21.0,19.72,105.0,68.0,11v11,Player12
1944.52,0.21,0.3,22.05,20.4,105.0,68.0,11v11,Player12
1948.16,0.35,0.44,36.75,29.92,105.0,68.0,11v11,Player12
1949.2,0.37,0.52,38.85,35.36,105.0,68.0,11v11,Player12
1950.68,0.39,0.65,40.95,44.2,105.0,68.0,11v11,Player12
2058.92,0.51,0.91,53.550000000000004,61.88,105.0,68.0,11v11,Player12
2058.92,0.51,0.91,53.550000000000004,61.88,105.0,68.0,11v11,Player12
2061.08,0.48,0.96,50.4,65.28,105.0,68.0,11v11,Player12
2061.72,0.48,0.97,50.4,65.96,105.0,68.0,11v11,Player12
2074.72,0.42,0.73,44.1,49.64,105.0,68.0,11v11,Player12
2076.28,0.45,0.81,47.25,55.080000000000005,105.0,68.0,11v11,Player12
2080.04,0.55,0.86,57.75000000000001,58.48,105.0,68.0,11v11,Player12
2081.04,0.57,0.84,59.849999999999994,57.12,105.0,68.0,11v11,Player12
2082.84,0.59,0.8,61.949999999999996,54.400000000000006,105.0,68.0,11v11,Player12
2083.6,0.59,0.79,61.949999999999996,53.72,105.0,68.0,11v11,Player12
2139.24,0.71,0.51,74.55,34.68,105.0,68.0,11v11,Player12
2140.08,0.72,0.55,75.6,37.400000000000006,105.0,68.0,11v11,Player12
2217.24,0.64,0.87,67.2,59.16,105.0,68.0,11v11,Player12
2220.92,0.65,0.88,68.25,59.84,105.0,68.0,11v11,Player12
2232.88,0.59,0.8,61.949999999999996,54.400000000000006,105.0,68.0,11v11,Player12
2234.16,0.66,0.78,69.3,53.04,105.0,68.0,11v11,Player12
2234.32,0.66,0.78,69.3,53.04,105.0,68.0,11v11,Player12
2366.84,0.4,0.24,42.0,16.32,105.0,68.0,11v11,Player12
2369.28,0.43,0.19,45.15,12.92,105.0,68.0,11v11,Player12
2369.28,0.43,0.19,45.15,12.92,105.0,68.0,11v11,Player12
2391.8,0.4,0.23,42.0,15.64,105.0,68.0,11v11,Player12
2392.84,0.41,0.25,43.05,17.0,105.0,68.0,11v11,Player12
2395.24,0.45,0.24,47.25,16.32,105.0,68.0,11v11,Player12
2395.24,0.45,0.24,47.25,16.32,105.0,68.0,11v11,Player12
2396.92,0.47,0.25,49.349999999999994,17.0,105.0,68.0,11v11,Player12
2396.92,0.47,0.25,49.349999999999994,17.0,105.0,68.0,11v11,Player12
2574.12,0.29,0.26,30.45,17.68,105.0,68.0,11v11,Player12
2576.08,0.28,0.31,29.400000000000002,21.08,105.0,68.0,11v11,Player12
2604.2,0.22,0.29,23.1,19.72,105.0,68.0,11v11,Player12
2605.2,0.23,0.32,24.150000000000002,21.76,105.0,68.0,11v11,Player12
2648.36,0.43,0.8,45.15,54.400000000000006,105.0,68.0,11v11,Player12
2648.36,0.43,0.8,45.15,54.400000000000006,105.0,68.0,11v11,Player12
2721.64,0.36,0.51,37.8,34.68,105.0,68.0,11v11,Player12
2725.52,0.41,0.6,43.05,40.8,105.0,68.0,11v11,Player12
2750.08,0.34,0.54,35.7,36.72,105.0,68.0,11v11,Player12
2751.4,0.33,0.6,34.65,40.8,105.0,68.0,11v11,Player12
2762.84,0.51,0.76,53.550000000000004,51.68,105.0,68.0,11v11,Player12
2762.84,0.51,0.76,53.550000000000004,51.68,105.0,68.0,11v11,Player12
3015.2,0.71,0.42,74.55,28.56,105.0,68.0,11v11,Player12
3015.2,0.71,0.42,74.55,28.56,105.0,68.0,11v11,Player12
3022.28,0.58,0.19,60.9,12.92,105.0,68.0,11v11,Player12
3023.92,0.58,0.25,60.9,17.0,105.0,68.0,11v11,Player12
3037.96,0.41,0.58,43.05,39.44,105.0,68.0,11v11,Player12
3037.96,0.41,0.58,43.05,39.44,105.0,68.0,11v11,Player12
3081.92,0.06,0.41,6.3,27.88,105.0,68.0,11v11,Player12
3081.92,0.06,0.41,6.3,27.88,105.0,68.0,11v11,Player12
3081.92,0.06,0.41,6.3,27.88,105.0,68.0,11v11,Player12
3129.52,0.53,0.27,55.650000000000006,18.36,105.0,68.0,11v11,Player12
3130.6,0.49,0.27,51.449999999999996,18.36,105.0,68.0,11v11,Player12
3132.84,0.49,0.35,51.449999999999996,23.799999999999997,105.0,68.0,11v11,Player12
3132.84,0.49,0.35,51.449999999999996,23.799999999999997,105.0,68.0,11v11,Player12
3203.28,0.76,0.19,79.8,12.92,105.0,68.0,11v11,Player12
3203.4,0.76,0.19,79.8,12.92,105.0,68.0,11v11,Player12
3206.64,0.64,0.22,67.2,14.96,105.0,68.0,11v11,Player12
3381.16,0.61,0.8,64.05,54.400000000000006,105.0,68.0,11v11,Player12
3381.68,0.61,0.79,64.05,53.72,105.0,68.0,11v11,Player12
3552.8,0.56,0.41,58.800000000000004,27.88,105.0,68.0,11v11,Player12
3552.8,0.56,0.41,58.800000000000004,27.88,105.0,68.0,11v11,Player12
3575.08,0.45,0.23,47.25,15.64,105.0,68.0,11v11,Player12
3579.44,0.26,0.25,27.3,17.0,105.0,68.0,11v11,Player12
3748.64,0.44,0.6,46.2,40.8,105.0,68.0,11v11,Player12
3748.64,0.44,0.6,46.2,40.8,105.0,68.0,11v11,Player12
3943.04,0.44,0.54,46.2,36.72,105.0,68.0,11v11,Player12
3944.6,0.4,0.43,42.0,29.24,105.0,68.0,11v11,Player12
4061.2,0.7,0.3,73.5,20.4,105.0,68.0,11v11,Player12
4110.12,0.63,0.61,66.15,41.48,105.0,68.0,11v11,Player12
4111.72,0.62,0.55,65.1,37.400000000000006,105.0,68.0,11v11,Player12
4160.12,0.26,0.87,27.3,59.16,105.0,68.0,11v11,Player12
4161.56,0.27,0.89,28.35,60.52,105.0,68.0,11v11,Player12
4195.24,0.59,0.38,61.949999999999996,25.84,105.0,68.0,11v11,Player12
4196.24,0.59,0.36,61.949999999999996,24.48,105.0,68.0,11v11,Player12
4233.6,0.73,0.29,76.64999999999999,19.72,105.0,68.0,11v11,Player12
4233.6,0.73,0.29,76.64999999999999,19.72,105.0,68.0,11v11,Player12
4233.6,0.73,0.29,76.64999999999999,19.72,105.0,68.0,11v11,Player12
4238.72,0.67,0.24,70.35000000000001,16.32,105.0,68.0,11v11,Player12
4239.48,0.67,0.25,70.35000000000001,17.0,105.0,68.0,11v11,Player12
4532.56,0.61,0.75,64.05,51.0,105.0,68.0,11v11,Player12
4532.8,0.61,0.75,64.05,51.0,105.0,68.0,11v11,Player12
4641.24,0.47,0.81,49.349999999999994,55.080000000000005,105.0,68.0,11v11,Player12
4642.48,0.46,0.82,48.300000000000004,55.76,105.0,68.0,11v11,Player12
4665.52,0.74,0.54,77.7,36.72,105.0,68.0,11v11,Player12
4665.92,0.74,0.54,77.7,36.72,105.0,68.0,11v11,Player12
4676.0,0.56,0.8,58.800000000000004,54.400000000000006,105.0,68.0,11v11,Player12
4676.6,0.56,0.82,58.800000000000004,55.76,105.0,68.0,11v11,Player12
4678.32,0.55,0.89,57.75000000000001,60.52,105.0,68.0,11v11,Player12
4679.8,0.57,0.89,59.849999999999994,60.52,105.0,68.0,11v11,Player12
4721.04,0.54,0.6,56.7,40.8,105.0,68.0,11v11,Player12
4721.32,0.53,0.6,55.650000000000006,40.8,105.0,68.0,11v11,Player12
4724.36,0.45,0.74,47.25,50.32,105.0,68.0,11v11,Player12
4724.96,0.44,0.75,46.2,51.0,105.0,68.0,11v11,Player12
4731.6,0.29,0.68,30.45,46.24,105.0,68.0,11v11,Player12
4732.88,0.29,0.68,30.45,46.24,105.0,68.0,11v11,Player12
4745.12,0.47,0.89,49.349999999999994,60.52,105.0,68.0,11v11,Player12
4745.12,0.47,0.89,49.349999999999994,60.52,105.0,68.0,11v11,Player12
4745.36,0.48,0.89,50.4,60.52,105.0,68.0,11v11,Player12
4748.24,0.49,0.85,51.449999999999996,57.8,105.0,68.0,11v11,Player12
4748.84,0.49,0.83,51.449999999999996,56.44,105.0,68.0,11v11,Player12
4892.08,0.54,0.47,56.7,31.959999999999997,105.0,68.0,11v11,Player12
4892.32,0.54,0.47,56.7,31.959999999999997,105.0,68.0,11v11,Player12
4899.76,0.54,0.8,56.7,54.400000000000006,105.0,68.0,11v11,Player12
4901.56,0.54,0.76,56.7,51.68,105.0,68.0,11v11,Player12
4937.08,0.43,0.92,45.15,62.56,105.0,68.0,11v11,Player12
4937.4,0.43,0.93,45.15,63.24,105.0,68.0,11v11,Player12
4965.88,0.43,0.47,45.15,31.959999999999997,105.0,68.0,11v11,Player12
4965.96,0.43,0.47,45.15,31.959999999999997,105.0,68.0,11v11,Player12
5036.72,0.57,0.36,59.849999999999994,24.48,105.0,68.0,11v11,Player12
5037.6,0.59,0.31,61.949999999999996,21.08,105.0,68.0,11v11,Player12
5037.6,0.59,0.31,61.949999999999996,21.08,105.0,68.0,11v11,Player12
5081.48,0.6,0.78,63.0,53.04,105.0,68.0,11v11,Player12
5082.48,0.62,0.77,65.1,52.36,105.0,68.0,11v11,Player12
5116.44,0.81,0.6,85.05000000000001,40.8,105.0,68.0,11v11,Player12
5116.76,0.82,0.61,86.1,41.48,105.0,68.0,11v11,Player12
5221.2,0.65,0.5,68.25,34.0,105.0,68.0,11v11,Player12
5222.6,0.59,0.5,61.949999999999996,34.0,105.0,68.0,11v11,Player12
5232.32,0.29,0.55,30.45,37.400000000000006,105.0,68.0,11v11,Player12
5233.56,0.28,0.54,29.400000000000002,36.72,105.0,68.0,11v11,Player12
5295.72,0.53,0.6,55.650000000000006,40.8,105.0,68.0,11v11,Player12
5296.92,0.53,0.58,55.650000000000006,39.44,105.0,68.0,11v11,Player12
5299.0,0.46,0.55,48.300000000000004,37.400000000000006,105.0,68.0,11v11,Player12
5304.28,0.25,0.31,26.25,21.08,105.0,68.0,11v11,Player12
5460.76,0.76,0.62,79.8,42.16,105.0,68.0,11v11,Player12
5460.88,0.76,0.62,79.8,42.16,105.0,68.0,11v11,Player12
5549.16,0.57,0.31,59.849999999999994,21.08,105.0,68.0,11v11,Player12
5550.44,0.56,0.35,58.800000000000004,23.799999999999997,105.0,68.0,11v11,Player12
5561.76,0.57,0.23,59.849999999999994,15.64,105.0,68.0,11v11,Player12
5563.56,0.59,0.18,61.949999999999996,12.24,105.0,68.0,11v11,Player12
5582.84,0.52,0.21,54.6,14.28,105.0,68.0,11v11,Player12
5731.88,0.71,0.28,74.55,19.040000000000003,105.0,68.0,11v11,Player12
5734.44,0.6,0.33,63.0,22.44,105.0,68.0,11v11,Player12
1943.68,0.2,0.29,16.0,14.499999999999998,80.0,50.0,8v8,Player12
1944.52,0.21,0.3,16.8,15.0,80.0,50.0,8v8,Player12
1948.16,0.35,0.44,28.0,22.0,80.0,50.0,8v8,Player12
1949.2,0.37,0.52,29.6,26.0,80.0,50.0,8v8,Player12
1950.68,0.39,0.65,31.200000000000003,32.5,80.0,50.0,8v8,Player12
2058.92,0.51,0.91,40.8,45.5,80.0,50.0,8v8,Player12
2058.92,0.51,0.91,40.8,45.5,80.0,50.0,8v8,Player12
2061.08,0.48,0.96,38.4,48.0,80.0,50.0,8v8,Player12
2061.72,0.48,0.97,38.4,48.5,80.0,50.0,8v8,Player12
2074.72,0.42,0.73,33.6,36.5,80.0,50.0,8v8,Player12
2076.28,0.45,0.81,36.0,40.5,80.0,50.0,8v8,Player12
2080.04,0.55,0.86,44.0,43.0,80.0,50.0,8v8,Player12
2081.04,0.57,0.84,45.599999999999994,42.0,80.0,50.0,8v8,Player12
2082.84,0.59,0.8,47.199999999999996,40.0,80.0,50.0,8v8,Player12
2083.6,0.59,0.79,47.199999999999996,39.5,80.0,50.0,8v8,Player12
2139.24,0.71,0.51,56.8,25.5,80.0,50.0,8v8,Player12
2140.08,0.72,0.55,57.599999999999994,27.500000000000004,80.0,50.0,8v8,Player12
2217.24,0.64,0.87,51.2,43.5,80.0,50.0,8v8,Player12
2220.92,0.65,0.88,52.0,44.0,80.0,50.0,8v8,Player12
2232.88,0.59,0.8,47.199999999999996,40.0,80.0,50.0,8v8,Player12
2234.16,0.66,0.78,52.800000000000004,39.0,80.0,50.0,8v8,Player12
2234.32,0.66,0.78,52.800000000000004,39.0,80.0,50.0,8v8,Player12
2366.84,0.4,0.24,32.0,12.0,80.0,50.0,8v8,Player12
2369.28,0.43,0.19,34.4,9.5,80.0,50.0,8v8,Player12
2369.28,0.43,0.19,34.4,9.5,80.0,50.0,8v8,Player12
2391.8,0.4,0.23,32.0,11.5,80.0,50.0,8v8,Player12
2392.84,0.41,0.25,32.8,12.5,80.0,50.0,8v8,Player12
2395.24,0.45,0.24,36.0,12.0,80.0,50.0,8v8,Player12
2395.24,0.45,0.24,36.0,12.0,80.0,50.0,8v8,Player12
2396.92,0.47,0.25,37.599999999999994,12.5,80.0,50.0,8v8,Player12
2396.92,0.47,0.25,37.599999999999994,12.5,80.0,50.0,8v8,Player12
2574.12,0.29,0.26,23.2,13.0,80.0,50.0,8v8,Player12
2576.08,0.28,0.31,22.400000000000002,15.5,80.0,50.0,8v8,Player12
2604.2,0.22,0.29,17.6,14.499999999999998,80.0,50.0,8v8,Player12
2605.2,0.23,0.32,18.400000000000002,16.0,80.0,50.0,8v8,Player12
2648.36,0.43,0.8,34.4,40.0,80.0,50.0,8v8,Player12
2648.36,0.43,0.8,34.4,40.0,80.0,50.0,8v8,Player12
2721.64,0.36,0.51,28.799999999999997,25.5,80.0,50.0,8v8,Player12
2725.52,0.41,0.6,32.8,30.0,80.0,50.0,8v8,Player12
2750.08,0.34,0.54,27.200000000000003,27.0,80.0,50.0,8v8,Player12
2751.4,0.33,0.6,26.400000000000002,30.0,80.0,50.0,8v8,Player12
2762.84,0.51,0.76,40.8,38.0,80.0,50.0,8v8,Player12
2762.84,0.51,0.76,40.8,38.0,80.0,50.0,8v8,Player12
3015.2,0.71,0.42,56.8,21.0,80.0,50.0,8v8,Player12
3015.2,0.71,0.42,56.8,21.0,80.0,50.0,8v8,Player12
3022.28,0.58,0.19,46.4,9.5,80.0,50.0,8v8,Player12
3023.92,0.58,0.25,46.4,12.5,80.0,50.0,8v8,Player12
3037.96,0.41,0.58,32.8,28.999999999999996,80.0,50.0,8v8,Player12
3037.96,0.41,0.58,32.8,28.999999999999996,80.0,50.0,8v8,Player12
3081.92,0.06,0.41,4.8,20.5,80.0,50.0,8v8,Player12
3081.92,0.06,0.41,4.8,20.5,80.0,50.0,8v8,Player12
3081.92,0.06,0.41,4.8,20.5,80.0,50.0,8v8,Player12
3129.52,0.53,0.27,42.400000000000006,13.5,80.0,50.0,8v8,Player12
3130.6,0.49,0.27,39.2,13.5,80.0,50.0,8v8,Player12
3132.84,0.49,0.35,39.2,17.5,80.0,50.0,8v8,Player12
3132.84,0.49,0.35,39.2,17.5,80.0,50.0,8v8,Player12
3203.28,0.76,0.19,60.8,9.5,80.0,50.0,8v8,Player12
3203.4,0.76,0.19,60.8,9.5,80.0,50.0,8v8,Player12
3206.64,0.64,0.22,51.2,11.0,80.0,50.0,8v8,Player12
3381.16,0.61,0.8,48.8,40.0,80.0,50.0,8v8,Player12
3381.68,0.61,0.79,48.8,39.5,80.0,50.0,8v8,Player12
3552.8,0.56,0.41,44.800000000000004,20.5,80.0,50.0,8v8,Player12
3552.8,0.56,0.41,44.800000000000004,20.5,80.0,50.0,8v8,Player12
3575.08,0.45,0.23,36.0,11.5,80.0,50.0,8v8,Player12
3579.44,0.26,0.25,20.8,12.5,80.0,50.0,8v8,Player12
3748.64,0.44,0.6,35.2,30.0,80.0,50.0,8v8,Player12
3748.64,0.44,0.6,35.2,30.0,80.0,50.0,8v8,Player12
3943.04,0.44,0.54,35.2,27.0,80.0,50.0,8v8,Player12
3944.6,0.4,0.43,32.0,21.5,80.0,50.0,8v8,Player12
4061.2,0.7,0.3,56.0,15.0,80.0,50.0,8v8,Player12
4110.12,0.63,0.61,50.4,30.5,80.0,50.0,8v8,Player12
4111.72,0.62,0.55,49.6,27.500000000000004,80.0,50.0,8v8,Player12
4160.12,0.26,0.87,20.8,43.5,80.0,50.0,8v8,Player12
4161.56,0.27,0.89,21.6,44.5,80.0,50.0,8v8,Player12
4195.24,0.59,0.38,47.199999999999996,19.0,80.0,50.0,8v8,Player12
4196.24,0.59,0.36,47.199999999999996,18.0,80.0,50.0,8v8,Player12
4233.6,0.73,0.29,58.4,14.499999999999998,80.0,50.0,8v8,Player12
4233.6,0.73,0.29,58.4,14.499999999999998,80.0,50.0,8v8,Player12
4233.6,0.73,0.29,58.4,14.499999999999998,80.0,50.0,8v8,Player12
4238.72,0.67,0.24,53.6,12.0,80.0,50.0,8v8,Player12
4239.48,0.67,0.25,53.6,12.5,80.0,50.0,8v8,Player12
4532.56,0.61,0.75,48.8,37.5,80.0,50.0,8v8,Player12
4532.8,0.61,0.75,48.8,37.5,80.0,50.0,8v8,Player12
4641.24,0.47,0.81,37.599999999999994,40.5,80.0,50.0,8v8,Player12
4642.48,0.46,0.82,36.800000000000004,41.0,80.0,50.0,8v8,Player12
4665.52,0.74,0.54,59.2,27.0,80.0,50.0,8v8,Player12
4665.92,0.74,0.54,59.2,27.0,80.0,50.0,8v8,Player12
4676.0,0.56,0.8,44.800000000000004,40.0,80.0,50.0,8v8,Player12
4676.6,0.56,0.82,44.800000000000004,41.0,80.0,50.0,8v8,Player12
4678.32,0.55,0.89,44.0,44.5,80.0,50.0,8v8,Player12
4679.8,0.57,0.89,45.599999999999994,44.5,80.0,50.0,8v8,Player12
4721.04,0.54,0.6,43.2,30.0,80.0,50.0,8v8,Player12
4721.32,0.53,0.6,42.400000000000006,30.0,80.0,50.0,8v8,Player12
4724.36,0.45,0.74,36.0,37.0,80.0,50.0,8v8,Player12
4724.96,0.44,0.75,35.2,37.5,80.0,50.0,8v8,Player12
4731.6,0.29,0.68,23.2,34.0,80.0,50.0,8v8,Player12
4732.88,0.29,0.68,23.2,34.0,80.0,50.0,8v8,Player12
4745.12,0.47,0.89,37.599999999999994,44.5,80.0,50.0,8v8,Player12
4745.12,0.47,0.89,37.599999999999994,44.5,80.0,50.0,8v8,Player12
4745.36,0.48,0.89,38.4,44.5,80.0,50.0,8v8,Player12
4748.24,0.49,0.85,39.2,42.5,80.0,50.0,8v8,Player12
4748.84,0.49,0.83,39.2,41.5,80.0,50.0,8v8,Player12
4892.08,0.54,0.47,43.2,23.5,80.0,50.0,8v8,Player12
4892.32,0.54,0.47,43.2,23.5,80.0,50.0,8v8,Player12
4899.76,0.54,0.8,43.2,40.0,80.0,50.0,8v8,Player12
4901.56,0.54,0.76,43.2,38.0,80.0,50.0,8v8,Player12
4937.08,0.43,0.92,34.4,46.0,80.0,50.0,8v8,Player12
4937.4,0.43,0.93,34.4,46.5,80.0,50.0,8v8,Player12
4965.88,0.43,0.47,34.4,23.5,80.0,50.0,8v8,Player12
4965.96,0.43,0.47,34.4,23.5,80.0,50.0,8v8,Player12
5036.72,0.57,0.36,45.599999999999994,18.0,80.0,50.0,8v8,Player12
5037.6,0.59,0.31,47.199999999999996,15.5,80.0,50.0,8v8,Player12
5037.6,0.59,0.31,47.199999999999996,15.5,80.0,50.0,8v8,Player12
5081.48,0.6,0.78,48.0,39.0,80.0,50.0,8v8,Player12
5082.48,0.62,0.77,49.6,38.5,80.0,50.0,8v8,Player12
5116.44,0.81,0.6,64.80000000000001,30.0,80.0,50.0,8v8,Player12
5116.76,0.82,0.61,65.6,30.5,80.0,50.0,8v8,Player12
5221.2,0.65,0.5,52.0,25.0,80.0,50.0,8v8,Player12
5222.6,0.59,0.5,47.199999999999996,25.0,80.0,50.0,8v8,Player12
5232.32,0.29,0.55,23.2,27.500000000000004,80.0,50.0,8v8,Player12
5233.56,0.28,0.54,22.400000000000002,27.0,80.0,50.0,8v8,Player12
5295.72,0.53,0.6,42.400000000000006,30.0,80.0,50.0,8v8,Player12
5296.92,0.53,0.58,42.400000000000006,28.999999999999996,80.0,50.0,8v8,Player12
5299.0,0.46,0.55,36.800000000000004,27.500000000000004,80.0,50.0,8v8,Player12
5304.28,0.25,0.31,20.0,15.5,80.0,50.0,8v8,Player12
5460.76,0.76,0.62,60.8,31.0,80.0,50.0,8v8,Player12
5460.88,0.76,0.62,60.8,31.0,80.0,50.0,8v8,Player12
5549.16,0.57,0.31,45.599999999999994,15.5,80.0,50.0,8v8,Player12
5550.44,0.56,0.35,44.800000000000004,17.5,80.0,50.0,8v8,Player12
5561.76,0.57,0.23,45.599999999999994,11.5,80.0,50.0,8v8,Player12
5563.56,0.59,0.18,47.199999999999996,9.0,80.0,50.0,8v8,Player12
5582.84,0.52,0.21,41.6,10.5,80.0,50.0,8v8,Player12
5731.88,0.71,0.28,56.8,14.000000000000002,80.0,50.0,8v8,Player12
5734.44,0.6,0.33,48.0,16.5,80.0,50.0,8v8,Player12
1943.68,0.2,0.29,8.0,5.8,40.0,20.0,5v5,Player12
1944.52,0.21,0.3,8.4,6.0,40.0,20.0,5v5,Player12
1948.16,0.35,0.44,14.0,8.8,40.0,20.0,5v5,Player12
1949.2,0.37,0.52,14.8,10.4,40.0,20.0,5v5,Player12
1950.68,0.39,0.65,15.600000000000001,13.0,40.0,20.0,5v5,Player12
2058.92,0.51,0.91,20.4,18.2,40.0,20.0,5v5,Player12
2058.92,0.51,0.91,20.4,18.2,40.0,20.0,5v5,Player12
2061.08,0.48,0.96,19.2,19.2,40.0,20.0,5v5,Player12
2061.72,0.48,0.97,19.2,19.4,40.0,20.0,5v5,Player12
2074.72,0.42,0.73,16.8,14.6,40.0,20.0,5v5,Player12
2076.28,0.45,0.81,18.0,16.200000000000003,40.0,20.0,5v5,Player12
2080.04,0.55,0.86,22.0,17.2,40.0,20.0,5v5,Player12
2081.04,0.57,0.84,22.799999999999997,16.8,40.0,20.0,5v5,Player12
2082.84,0.59,0.8,23.599999999999998,16.0,40.0,20.0,5v5,Player12
2083.6,0.59,0.79,23.599999999999998,15.8,40.0,20.0,5v5,Player12
2139.24,0.71,0.51,28.4,10.2,40.0,20.0,5v5,Player12
2140.08,0.72,0.55,28.799999999999997,11.0,40.0,20.0,5v5,Player12
2217.24,0.64,0.87,25.6,17.4,40.0,20.0,5v5,Player12
2220.92,0.65,0.88,26.0,17.6,40.0,20.0,5v5,Player12
2232.88,0.59,0.8,23.599999999999998,16.0,40.0,20.0,5v5,Player12
2234.16,0.66,0.78,26.400000000000002,15.600000000000001,40.0,20.0,5v5,Player12
2234.32,0.66,0.78,26.400000000000002,15.600000000000001,40.0,20.0,5v5,Player12
2366.84,0.4,0.24,16.0,4.8,40.0,20.0,5v5,Player12
2369.28,0.43,0.19,17.2,3.8,40.0,20.0,5v5,Player12
2369.28,0.43,0.19,17.2,3.8,40.0,20.0,5v5,Player12
2391.8,0.4,0.23,16.0,4.6000000000000005,40.0,20.0,5v5,Player12
2392.84,0.41,0.25,16.4,5.0,40.0,20.0,5v5,Player12
2395.24,0.45,0.24,18.0,4.8,40.0,20.0,5v5,Player12
2395.24,0.45,0.24,18.0,4.8,40.0,20.0,5v5,Player12
2396.92,0.47,0.25,18.799999999999997,5.0,40.0,20.0,5v5,Player12
2396.92,0.47,0.25,18.799999999999997,5.0,40.0,20.0,5v5,Player12
2574.12,0.29,0.26,11.6,5.2,40.0,20.0,5v5,Player12
2576.08,0.28,0.31,11.200000000000001,6.2,40.0,20.0,5v5,Player12
2604.2,0.22,0.29,8.8,5.8,40.0,20.0,5v5,Player12
2605.2,0.23,0.32,9.200000000000001,6.4,40.0,20.0,5v5,Player12
2648.36,0.43,0.8,17.2,16.0,40.0,20.0,5v5,Player12
2648.36,0.43,0.8,17.2,16.0,40.0,20.0,5v5,Player12
2721.64,0.36,0.51,14.399999999999999,10.2,40.0,20.0,5v5,Player12
2725.52,0.41,0.6,16.4,12.0,40.0,20.0,5v5,Player12
2750.08,0.34,0.54,13.600000000000001,10.8,40.0,20.0,5v5,Player12
2751.4,0.33,0.6,13.200000000000001,12.0,40.0,20.0,5v5,Player12
2762.84,0.51,0.76,20.4,15.2,40.0,20.0,5v5,Player12
2762.84,0.51,0.76,20.4,15.2,40.0,20.0,5v5,Player12
3015.2,0.71,0.42,28.4,8.4,40.0,20.0,5v5,Player12
3015.2,0.71,0.42,28.4,8.4,40.0,20.0,5v5,Player12
3022.28,0.58,0.19,23.2,3.8,40.0,20.0,5v5,Player12
3023.92,0.58,0.25,23.2,5.0,40.0,20.0,5v5,Player12
3037.96,0.41,0.58,16.4,11.6,40.0,20.0,5v5,Player12
3037.96,0.41,0.58,16.4,11.6,40.0,20.0,5v5,Player12
3081.92,0.06,0.41,2.4,8.2,40.0,20.0,5v5,Player12
3081.92,0.06,0.41,2.4,8.2,40.0,20.0,5v5,Player12
3081.92,0.06,0.41,2.4,8.2,40.0,20.0,5v5,Player12
3129.52,0.53,0.27,21.200000000000003,5.4,40.0,20.0,5v5,Player12
3130.6,0.49,0.27,19.6,5.4,40.0,20.0,5v5,Player12
3132.84,0.49,0.35,19.6,7.0,40.0,20.0,5v5,Player12
3132.84,0.49,0.35,19.6,7.0,40.0,20.0,5v5,Player12
3203.28,0.76,0.19,30.4,3.8,40.0,20.0,5v5,Player12
3203.4,0.76,0.19,30.4,3.8,40.0,20.0,5v5,Player12
3206.64,0.64,0.22,25.6,4.4,40.0,20.0,5v5,Player12
3381.16,0.61,0.8,24.4,16.0,40.0,20.0,5v5,Player12
3381.68,0.61,0.79,24.4,15.8,40.0,20.0,5v5,Player12
3552.8,0.56,0.41,22.400000000000002,8.2,40.0,20.0,5v5,Player12
3552.8,0.56,0.41,22.400000000000002,8.2,40.0,20.0,5v5,Player12
3575.08,0.45,0.23,18.0,4.6000000000000005,40.0,20.0,5v5,Player12
3579.44,0.26,0.25,10.4,5.0,40.0,20.0,5v5,Player12
3748.64,0.44,0.6,17.6,12.0,40.0,20.0,5v5,Player12
3748.64,0.44,0.6,17.6,12.0,40.0,20.0,5v5,Player12
3943.04,0.44,0.54,17.6,10.8,40.0,20.0,5v5,Player12
3944.6,0.4,0.43,16.0,8.6,40.0,20.0,5v5,Player12
4061.2,0.7,0.3,28.0,6.0,40.0,20.0,5v5,Player12
4110.12,0.63,0.61,25.2,12.2,40.0,20.0,5v5,Player12
4111.72,0.62,0.55,24.8,11.0,40.0,20.0,5v5,Player12
4160.12,0.26,0.87,10.4,17.4,40.0,20.0,5v5,Player12
4161.56,0.27,0.89,10.8,17.8,40.0,20.0,5v5,Player12
4195.24,0.59,0.38,23.599999999999998,7.6,40.0,20.0,5v5,Player12
4196.24,0.59,0.36,23.599999999999998,7.199999999999999,40.0,20.0,5v5,Player12
4233.6,0.73,0.29,29.2,5.8,40.0,20.0,5v5,Player12
4233.6,0.73,0.29,29.2,5.8,40.0,20.0,5v5,Player12
4233.6,0.73,0.29,29.2,5.8,40.0,20.0,5v5,Player12
4238.72,0.67,0.24,26.8,4.8,40.0,20.0,5v5,Player12
4239.48,0.67,0.25,26.8,5.0,40.0,20.0,5v5,Player12
4532.56,0.61,0.75,24.4,15.0,40.0,20.0,5v5,Player12
4532.8,0.61,0.75,24.4,15.0,40.0,20.0,5v5,Player12
4641.24,0.47,0.81,18.799999999999997,16.200000000000003,40.0,20.0,5v5,Player12
4642.48,0.46,0.82,18.400000000000002,16.4,40.0,20.0,5v5,Player12
4665.52,0.74,0.54,29.6,10.8,40.0,20.0,5v5,Player12
4665.92,0.74,0.54,29.6,10.8,40.0,20.0,5v5,Player12
4676.0,0.56,0.8,22.400000000000002,16.0,40.0,20.0,5v5,Player12
4676.6,0.56,0.82,22.400000000000002,16.4,40.0,20.0,5v5,Player12
4678.32,0.55,0.89,22.0,17.8,40.0,20.0,5v5,Player12
4679.8,0.57,0.89,22.799999999999997,17.8,40.0,20.0,5v5,Player12
4721.04,0.54,0.6,21.6,12.0,40.0,20.0,5v5,Player12
