time,x,y,x_m,y_m,field_length_m,field_width_m,field_type,player
1890.08,0.66,0.31,26.400000000000002,6.2,40.0,20.0,5v5,Player15
1893.48,0.53,0.25,21.200000000000003,5.0,40.0,20.0,5v5,Player15
1911.32,0.42,0.15,16.8,3.0,40.0,20.0,5v5,Player15
1912.04,0.41,0.15,16.4,3.0,40.0,20.0,5v5,Player15
1923.64,0.64,0.24,25.6,4.8,40.0,20.0,5v5,Player15
1925.48,0.67,0.21,26.8,4.2,40.0,20.0,5v5,Player15
2185.72,0.59,0.26,23.599999999999998,5.2,40.0,20.0,5v5,Player15
2272.4,0.93,0.26,37.2,5.2,40.0,20.0,5v5,Player15
2272.4,0.93,0.26,37.2,5.2,40.0,20.0,5v5,Player15
2272.4,0.93,0.26,37.2,5.2,40.0,20.0,5v5,Player15
2564.2,0.49,0.12,19.6,2.4,40.0,20.0,5v5,Player15
2568.2,0.48,0.12,19.2,2.4,40.0,20.0,5v5,Player15
2616.56,0.78,0.39,31.200000000000003,7.800000000000001,40.0,20.0,5v5,Player15
2783.52,0.64,0.35,25.6,7.0,40.0,20.0,5v5,Player15
2785.56,0.59,0.42,23.599999999999998,8.4,40.0,20.0,5v5,Player15
2917.92,0.33,0.8,13.200000000000001,16.0,40.0,20.0,5v5,Player15
2921.6,0.51,0.83,20.4,16.599999999999998,40.0,20.0,5v5,Player15
2997.0,0.44,0.97,17.6,19.4,40.0,20.0,5v5,Player15
2998.36,0.48,1.0,19.2,20.0,40.0,20.0,5v5,Player15
3153.48,0.45,0.8,18.0,16.0,40.0,20.0,5v5,Player15
3158.0,0.53,0.8,21.200000000000003,16.0,40.0,20.0,5v5,Player15
3191.24,0.61,0.76,24.4,15.2,40.0,20.0,5v5,Player15
3191.24,0.61,0.76,24.4,15.2,40.0,20.0,5v5,Player15
3191.24,0.61,0.76,24.4,15.2,40.0,20.0,5v5,Player15
3263.0,0.11,0.45,4.4,9.0,40.0,20.0,5v5,Player15
3263.0,0.11,0.45,4.4,9.0,40.0,20.0,5v5,Player15
3316.32,0.18,0.82,7.199999999999999,16.4,40.0,20.0,5v5,Player15
3318.2,0.19,0.79,7.6,15.8,40.0,20.0,5v5,Player15
3321.64,0.22,0.8,8.8,16.0,40.0,20.0,5v5,Player15
3321.64,0.22,0.8,8.8,16.0,40.0,20.0,5v5,Player15
3676.32,0.37,0.84,14.8,16.8,40.0,20.0,5v5,Player15
3676.32,0.37,0.84,14.8,16.8,40.0,20.0,5v5,Player15
3682.92,0.12,0.78,4.8,15.600000000000001,40.0,20.0,5v5,Player15
3823.88,0.16,0.97,6.4,19.4,40.0,20.0,5v5,Player15
3823.88,0.16,0.97,6.4,19.4,40.0,20.0,5v5,Player15
3925.6,0.37,0.62,14.8,12.4,40.0,20.0,5v5,Player15
3925.6,0.37,0.62,14.8,12.4,40.0,20.0,5v5,Player15
3925.6,0.37,0.62,14.8,12.4,40.0,20.0,5v5,Player15
4040.08,0.45,0.79,18.0,15.8,40.0,20.0,5v5,Player15
4043.92,0.56,0.8,22.400000000000002,16.0,40.0,20.0,5v5,Player15
4156.68,0.16,0.71,6.4,14.2,40.0,20.0,5v5,Player15
4156.68,0.16,0.71,6.4,14.2,40.0,20.0,5v5,Player15
4311.08,0.08,0.33,3.2,6.6000000000000005,40.0,20.0,5v5,Player15
4311.48,0.07,0.32,2.8000000000000003,6.4,40.0,20.0,5v5,Player15
4541.64,0.36,0.57,14.399999999999999,11.399999999999999,40.0,20.0,5v5,Player15
4542.72,0.35,0.59,14.0,11.799999999999999,40.0,20.0,5v5,Player15
4635.68,0.34,0.73,13.600000000000001,14.6,40.0,20.0,5v5,Player15
4636.84,0.32,0.72,12.8,14.399999999999999,40.0,20.0,5v5,Player15
4729.52,0.15,0.65,6.0,13.0,40.0,20.0,5v5,Player15
4729.68,0.15,0.65,6.0,13.0,40.0,20.0,5v5,Player15
4790.72,0.1,0.83,4.0,16.599999999999998,40.0,20.0,5v5,Player15
4792.4,0.12,0.82,4.8,16.4,40.0,20.0,5v5,Player15
4882.52,0.43,0.63,17.2,12.6,40.0,20.0,5v5,Player15
4882.52,0.43,0.63,17.2,12.6,40.0,20.0,5v5,Player15
4882.68,0.44,0.63,17.6,12.6,40.0,20.0,5v5,Player15
4967.88,0.31,0.51,12.4,10.2,40.0,20.0,5v5,Player15
4968.76,0.32,0.53,12.8,10.600000000000001,40.0,20.0,5v5,Player15
5177.68,0.36,0.84,14.399999999999999,16.8,40.0,20.0,5v5,Player15
5183.72,0.4,0.85,16.0,17.0,40.0,20.0,5v5,Player15
5262.28,0.2,0.57,8.0,11.399999999999999,40.0,20.0,5v5,Player15
5262.48,0.2,0.57,8.0,11.399999999999999,40.0,20.0,5v5,Player15
5404.2,0.36,0.79,14.399999999999999,15.8,40.0,20.0,5v5,Player15
5405.0,0.37,0.79,14.8,15.8,40.0,20.0,5v5,Player15
5408.52,0.39,0.94,15.600000000000001,18.799999999999997,40.0,20.0,5v5,Player15
5408.68,0.39,0.95,15.600000000000001,19.0,40.0,20.0,5v5,Player15
5489.4,0.55,0.71,22.0,14.2,40.0,20.0,5v5,Player15
12.12,0.49,0.98,51.449999999999996,66.64,105.0,68.0,11v11,Player17
13.84,0.51,0.97,53.550000000000004,65.96,105.0,68.0,11v11,Player17
40.4,0.48,0.86,50.4,58.48,105.0,68.0,11v11,Player17
44.4,0.42,0.79,44.1,53.72,105.0,68.0,11v11,Player17
156.28,0.69,0.87,72.44999999999999,59.16,105.0,68.0,11v11,Player17
157.2,0.71,0.86,74.55,58.48,105.0,68.0,11v11,Player17
187.16,0.62,0.92,65.1,62.56,105.0,68.0,11v11,Player17
188.36,0.6,0.95,63.0,64.6,105.0,68.0,11v11,Player17
215.4,0.59,0.89,61.949999999999996,60.52,105.0,68.0,11v11,Player17
215.4,0.59,0.89,61.949999999999996,60.52,105.0,68.0,11v11,Player17
464.76,0.7,0.79,73.5,53.72,105.0,68.0,11v11,Player17
466.96,0.65,0.83,68.25,56.44,105.0,68.0,11v11,Player17
548.04,0.57,0.86,59.849999999999994,58.48,105.0,68.0,11v11,Player17
548.04,0.57,0.86,59.849999999999994,58.48,105.0,68.0,11v11,Player17
608.88,0.54,0.84,56.7,57.12,105.0,68.0,11v11,Player17
608.88,0.54,0.84,56.7,57.12,105.0,68.0,11v11,Player17
608.88,0.54,0.84,56.7,57.12,105.0,68.0,11v11,Player17
730.08,0.89,0.47,93.45,31.959999999999997,105.0,68.0,11v11,Player17
744.24,0.84,0.92,88.2,62.56,105.0,68.0,11v11,Player17
749.0,0.67,0.86,70.35000000000001,58.48,105.0,68.0,11v11,Player17
752.56,0.71,0.91,74.55,61.88,105.0,68.0,11v11,Player17
755.12,0.74,0.96,77.7,65.28,105.0,68.0,11v11,Player17
826.64,0.49,0.9,51.449999999999996,61.2,105.0,68.0,11v11,Player17
826.64,0.49,0.9,51.449999999999996,61.2,105.0,68.0,11v11,Player17
865.32,0.48,0.78,50.4,53.04,105.0,68.0,11v11,Player17
868.64,0.46,0.77,48.300000000000004,52.36,105.0,68.0,11v11,Player17
929.56,0.46,0.92,48.300000000000004,62.56,105.0,68.0,11v11,Player17
932.2,0.41,0.88,43.05,59.84,105.0,68.0,11v11,Player17
1263.88,0.89,0.88,93.45,59.84,105.0,68.0,11v11,Player17
1268.36,0.69,0.88,72.44999999999999,59.84,105.0,68.0,11v11,Player17
1272.8,0.77,0.87,80.85000000000001,59.16,105.0,68.0,11v11,Player17
1276.04,0.72,0.98,75.6,66.64,105.0,68.0,11v11,Player17
1276.04,0.72,0.98,75.6,66.64,105.0,68.0,11v11,Player17
1293.52,0.71,0.96,74.55,65.28,105.0,68.0,11v11,Player17
1312.36,0.51,0.94,53.550000000000004,63.919999999999995,105.0,68.0,11v11,Player17
1314.16,0.49,0.9,51.449999999999996,61.2,105.0,68.0,11v11,Player17
1368.2,0.67,0.95,70.35000000000001,64.6,105.0,68.0,11v11,Player17
1369.32,0.66,0.91,69.3,61.88,105.0,68.0,11v11,Player17
1401.64,0.53,0.45,55.650000000000006,30.6,105.0,68.0,11v11,Player17
1403.32,0.5,0.44,52.5,29.92,105.0,68.0,11v11,Player17
1420.12,0.43,0.8,45.15,54.400000000000006,105.0,68.0,11v11,Player17
1420.12,0.43,0.8,45.15,54.400000000000006,105.0,68.0,11v11,Player17
1476.28,0.59,0.94,61.949999999999996,63.919999999999995,105.0,68.0,11v11,Player17
1478.24,0.58,0.89,60.9,60.52,105.0,68.0,11v11,Player17
1733.0,0.73,0.83,76.64999999999999,56.44,105.0,68.0,11v11,Player17
1733.0,0.73,0.83,76.64999999999999,56.44,105.0,68.0,11v11,Player17
1836.2,0.75,0.86,78.75,58.48,105.0,68.0,11v11,Player17
1902.92,0.46,0.75,48.300000000000004,51.0,105.0,68.0,11v11,Player17
1905.08,0.43,0.73,45.15,49.64,105.0,68.0,11v11,Player17
1916.76,0.49,0.8,51.449999999999996,54.400000000000006,105.0,68.0,11v11,Player17
1919.16,0.48,0.74,50.4,50.32,105.0,68.0,11v11,Player17
1919.8,0.5,0.72,52.5,48.96,105.0,68.0,11v11,Player17
2148.32,0.99,0.55,103.95,37.400000000000006,105.0,68.0,11v11,Player17
2148.32,0.99,0.55,103.95,37.400000000000006,105.0,68.0,11v11,Player17
2214.16,0.9,0.9,94.5,61.2,105.0,68.0,11v11,Player17
2214.16,0.9,0.9,94.5,61.2,105.0,68.0,11v11,Player17
2234.16,0.68,0.8,71.4,54.400000000000006,105.0,68.0,11v11,Player17
2302.88,0.96,0.6,100.8,40.8,105.0,68.0,11v11,Player17
2436.64,0.54,0.1,56.7,6.800000000000001,105.0,68.0,11v11,Player17
2436.64,0.54,0.1,56.7,6.800000000000001,105.0,68.0,11v11,Player17
2460.96,0.72,0.09,75.6,6.12,105.0,68.0,11v11,Player17
2531.48,0.75,0.05,78.75,3.4000000000000004,105.0,68.0,11v11,Player17
2533.32,0.74,0.06,77.7,4.08,105.0,68.0,11v11,Player17
2555.88,0.13,0.05,13.65,3.4000000000000004,105.0,68.0,11v11,Player17
2557.24,0.14,0.12,14.700000000000001,8.16,105.0,68.0,11v11,Player17
2557.24,0.14,0.12,14.700000000000001,8.16,105.0,68.0,11v11,Player17
2559.76,0.15,0.1,15.75,6.800000000000001,105.0,68.0,11v11,Player17
2559.76,0.15,0.1,15.75,6.800000000000001,105.0,68.0,11v11,Player17
2593.92,0.47,0.13,49.349999999999994,8.84,105.0,68.0,11v11,Player17
2598.84,0.32,0.16,33.6,10.88,105.0,68.0,11v11,Player17
2770.76,0.93,0.33,97.65,22.44,105.0,68.0,11v11,Player17
2770.76,0.93,0.33,97.65,22.44,105.0,68.0,11v11,Player17
2922.72,0.64,1.01,67.2,68.68,105.0,68.0,11v11,Player17
2925.4,0.65,0.96,68.25,65.28,105.0,68.0,11v11,Player17
2999.92,0.57,1.0,59.849999999999994,68.0,105.0,68.0,11v11,Player17
3000.88,0.56,0.97,58.800000000000004,65.96,105.0,68.0,11v11,Player17
3300.88,0.07,0.63,7.3500000000000005,42.84,105.0,68.0,11v11,Player17
3358.04,0.85,0.95,89.25,64.6,105.0,68.0,11v11,Player17
3358.04,0.85,0.95,89.25,64.6,105.0,68.0,11v11,Player17
3450.64,0.67,0.93,70.35000000000001,63.24,105.0,68.0,11v11,Player17
3452.24,0.69,0.95,72.44999999999999,64.6,105.0,68.0,11v11,Player17
3471.04,0.83,0.95,87.14999999999999,64.6,105.0,68.0,11v11,Player17
3472.32,0.84,0.96,88.2,65.28,105.0,68.0,11v11,Player17
3674.28,0.51,0.95,53.550000000000004,64.6,105.0,68.0,11v11,Player17
3675.4,0.48,0.93,50.4,63.24,105.0,68.0,11v11,Player17
3709.96,0.49,0.94,51.449999999999996,63.919999999999995,105.0,68.0,11v11,Player17
3709.96,0.49,0.94,51.449999999999996,63.919999999999995,105.0,68.0,11v11,Player17
3766.4,0.53,0.94,55.650000000000006,63.919999999999995,105.0,68.0,11v11,Player17
3767.08,0.53,0.94,55.650000000000006,63.919999999999995,105.0,68.0,11v11,Player17
3824.68,0.23,1.0,24.150000000000002,68.0,105.0,68.0,11v11,Player17
3824.68,0.23,1.0,24.150000000000002,68.0,105.0,68.0,11v11,Player17
4158.28,0.12,0.74,12.6,50.32,105.0,68.0,11v11,Player17
4158.28,0.12,0.74,12.6,50.32,105.0,68.0,11v11,Player17
4374.68,0.39,0.84,40.95,57.12,105.0,68.0,11v11,Player17
4375.08,0.39,0.83,40.95,56.44,105.0,68.0,11v11,Player17
4394.32,0.69,0.66,72.44999999999999,44.88,105.0,68.0,11v11,Player17
4558.12,0.66,0.89,69.3,60.52,105.0,68.0,11v11,Player17
4558.28,0.66,0.88,69.3,59.84,105.0,68.0,11v11,Player17
4637.12,0.35,0.73,36.75,49.64,105.0,68.0,11v11,Player17
4639.88,0.39,0.87,40.95,59.16,105.0,68.0,11v11,Player17
4639.88,0.39,0.87,40.95,59.16,105.0,68.0,11v11,Player17
4795.4,0.37,1.0,38.85,68.0,105.0,68.0,11v11,Player17
4796.08,0.37,0.98,38.85,66.64,105.0,68.0,11v11,Player17
4924.88,0.33,0.89,34.65,60.52,105.0,68.0,11v11,Player17
4925.44,0.35,0.88,36.75,59.84,105.0,68.0,11v11,Player17
4928.52,0.36,0.99,37.8,67.32,105.0,68.0,11v11,Player17
4928.52,0.36,0.99,37.8,67.32,105.0,68.0,11v11,Player17
4928.64,0.36,0.99,37.8,67.32,105.0,68.0,11v11,Player17
4970.36,0.27,0.78,28.35,53.04,105.0,68.0,11v11,Player17
4972.96,0.23,0.75,24.150000000000002,51.0,105.0,68.0,11v11,Player17
5101.0,0.82,0.28,86.1,19.040000000000003,105.0,68.0,11v11,Player17
5102.8,0.85,0.35,89.25,23.799999999999997,105.0,68.0,11v11,Player17
5102.8,0.85,0.35,89.25,23.799999999999997,105.0,68.0,11v11,Player17
5113.32,0.74,0.49,77.7,33.32,105.0,68.0,11v11,Player17
5113.56,0.74,0.5,77.7,34.0,105.0,68.0,11v11,Player17
5176.2,0.52,1.0,54.6,68.0,105.0,68.0,11v11,Player17
5176.48,0.52,1.0,54.6,68.0,105.0,68.0,11v11,Player17
5185.2,0.52,1.0,54.6,68.0,105.0,68.0,11v11,Player17
5187.12,0.57,0.98,59.849999999999994,66.64,105.0,68.0,11v11,Player17
5194.48,0.6,0.88,63.0,59.84,105.0,68.0,11v11,Player17
5194.76,0.59,0.87,61.949999999999996,59.16,105.0,68.0,11v11,Player17
5211.4,0.76,0.78,79.8,53.04,105.0,68.0,11v11,Player17
5213.2,0.84,0.79,88.2,53.72,105.0,68.0,11v11,Player17
5309.12,0.07,0.58,7.3500000000000005,39.44,105.0,68.0,11v11,Player17
5309.12,0.07,0.58,7.3500000000000005,39.44,105.0,68.0,11v11,Player17
5309.28,0.07,0.58,7.3500000000000005,39.44,105.0,68.0,11v11,Player17
5358.16,0.83,0.8,87.14999999999999,54.400000000000006,105.0,68.0,11v11,Player17
5360.48,0.78,0.85,81.9,57.8,105.0,68.0,11v11,Player17
5396.6,0.38,0.85,39.9,57.8,105.0,68.0,11v11,Player17
5417.76,0.79,0.87,82.95,59.16,105.0,68.0,11v11,Player17
5419.76,0.81,0.79,85.05000000000001,53.72,105.0,68.0,11v11,Player17
5701.04,0.49,1.01,51.449999999999996,68.68,105.0,68.0,11v11,Player17
12.12,0.49,0.98,39.2,49.0,80.0,50.0,8v8,Player17
13.84,0.51,0.97,40.8,48.5,80.0,50.0,8v8,Player17
40.4,0.48,0.86,38.4,43.0,80.0,50.0,8v8,Player17
44.4,0.42,0.79,33.6,39.5,80.0,50.0,8v8,Player17
156.28,0.69,0.87,55.199999999999996,43.5,80.0,50.0,8v8,Player17
157.2,0.71,0.86,56.8,43.0,80.0,50.0,8v8,Player17
187.16,0.62,0.92,49.6,46.0,80.0,50.0,8v8,Player17
188.36,0.6,0.95,48.0,47.5,80.0,50.0,8v8,Player17
215.4,0.59,0.89,47.199999999999996,44.5,80.0,50.0,8v8,Player17
215.4,0.59,0.89,47.199999999999996,44.5,80.0,50.0,8v8,Player17
464.76,0.7,0.79,56.0,39.5,80.0,50.0,8v8,Player17
466.96,0.65,0.83,52.0,41.5,80.0,50.0,8v8,Player17
548.04,0.57,0.86,45.599999999999994,43.0,80.0,50.0,8v8,Player17
548.04,0.57,0.86,45.599999999999994,43.0,80.0,50.0,8v8,Player17
608.88,0.54,0.84,43.2,42.0,80.0,50.0,8v8,Player17
608.88,0.54,0.84,43.2,42.0,80.0,50.0,8v8,Player17
608.88,0.54,0.84,43.2,42.0,80.0,50.0,8v8,Player17
730.08,0.89,0.47,71.2,23.5,80.0,50.0,8v8,Player17
744.24,0.84,0.92,67.2,46.0,80.0,50.0,8v8,Player17
749.0,0.67,0.86,53.6,43.0,80.0,50.0,8v8,Player17
752.56,0.71,0.91,56.8,45.5,80.0,50.0,8v8,Player17
755.12,0.74,0.96,59.2,48.0,80.0,50.0,8v8,Player17
826.64,0.49,0.9,39.2,45.0,80.0,50.0,8v8,Player17
826.64,0.49,0.9,39.2,45.0,80.0,50.0,8v8,Player17
865.32,0.48,0.78,38.4,39.0,80.0,50.0,8v8,Player17
868.64,0.46,0.77,36.800000000000004,38.5,80.0,50.0,8v8,Player17
929.56,0.46,0.92,36.800000000000004,46.0,80.0,50.0,8v8,Player17
932.2,0.41,0.88,32.8,44.0,80.0,50.0,8v8,Player17
1263.88,0.89,0.88,71.2,44.0,80.0,50.0,8v8,Player17
1268.36,0.69,0.88,55.199999999999996,44.0,80.0,50.0,8v8,Player17
1272.8,0.77,0.87,61.6,43.5,80.0,50.0,8v8,Player17
1276.04,0.72,0.98,57.599999999999994,49.0,80.0,50.0,8v8,Player17
1276.04,0.72,0.98,57.599999999999994,49.0,80.0,50.0,8v8,Player17
1293.52,0.71,0.96,56.8,48.0,80.0,50.0,8v8,Player17
1312.36,0.51,0.94,40.8,47.0,80.0,50.0,8v8,Player17
1314.16,0.49,0.9,39.2,45.0,80.0,50.0,8v8,Player17
1368.2,0.67,0.95,53.6,47.5,80.0,50.0,8v8,Player17
1369.32,0.66,0.91,52.800000000000004,45.5,80.0,50.0,8v8,Player17
1401.64,0.53,0.45,42.400000000000006,22.5,80.0,50.0,8v8,Player17
1403.32,0.5,0.44,40.0,22.0,80.0,50.0,8v8,Player17
1420.12,0.43,0.8,34.4,40.0,80.0,50.0,8v8,Player17
1420.12,0.43,0.8,34.4,40.0,80.0,50.0,8v8,Player17
1476.28,0.59,0.94,47.199999999999996,47.0,80.0,50.0,8v8,Player17
1478.24,0.58,0.89,46.4,44.5,80.0,50.0,8v8,Player17
1733.0,0.73,0.83,58.4,41.5,80.0,50.0,8v8,Player17
1733.0,0.73,0.83,58.4,41.5,80.0,50.0,8v8,Player17
1836.2,0.75,0.86,60.0,43.0,80.0,50.0,8v8,Player17
1902.92,0.46,0.75,36.800000000000004,37.5,80.0,50.0,8v8,Player17
1905.08,0.43,0.73,34.4,36.5,80.0,50.0,8v8,Player17
1916.76,0.49,0.8,39.2,40.0,80.0,50.0,8v8,Player17
1919.16,0.48,0.74,38.4,37.0,80.0,50.0,8v8,Player17
1919.8,0.5,0.72,40.0,36.0,80.0,50.0,8v8,Player17
2148.32,0.99,0.55,79.2,27.500000000000004,80.0,50.0,8v8,Player17
2148.32,0.99,0.55,79.2,27.500000000000004,80.0,50.0,8v8,Player17
2214.16,0.9,0.9,72.0,45.0,80.0,50.0,8v8,Player17
2214.16,0.9,0.9,72.0,45.0,80.0,50.0,8v8,Player17
2234.16,0.68,0.8,54.400000000000006,40.0,80.0,50.0,8v8,Player17
2302.88,0.96,0.6,76.8,30.0,80.0,50.0,8v8,Player17
2436.64,0.54,0.1,43.2,5.0,80.0,50.0,8v8,Player17
2436.64,0.54,0.1,43.2,5.0,80.0,50.0,8v8,Player17
2460.96,0.72,0.09,57.599999999999994,4.5,80.0,50.0,8v8,Player17
2531.48,0.75,0.05,60.0,2.5,80.0,50.0,8v8,Player17
2533.32,0.74,0.06,59.2,3.0,80.0,50.0,8v8,Player17
2555.88,0.13,0.05,10.4,2.5,80.0,50.0,8v8,Player17
2557.24,0.14,0.12,11.200000000000001,6.0,80.0,50.0,8v8,Player17
2557.24,0.14,0.12,11.200000000000001,6.0,80.0,50.0,8v8,Player17
2559.76,0.15,0.1,12.0,5.0,80.0,50.0,8v8,Player17
2559.76,0.15,0.1,12.0,5.0,80.0,50.0,8v8,Player17
2593.92,0.47,0.13,37.599999999999994,6.5,80.0,50.0,8v8,Player17
2598.84,0.32,0.16,25.6,8.0,80.0,50.0,8v8,Player17
2770.76,0.93,0.33,74.4,16.5,80.0,50.0,8v8,Player17
2770.76,0.93,0.33,74.4,16.5,80.0,50.0,8v8,Player17
2922.72,0.64,1.01,51.2,50.5,80.0,50.0,8v8,Player17
2925.4,0.65,0.96,52.0,48.0,80.0,50.0,8v8,Player17
2999.92,0.57,1.0,45.599999999999994,50.0,80.0,50.0,8v8,Player17
3000.88,0.56,0.97,44.800000000000004,48.5,80.0,50.0,8v8,Player17
3300.88,0.07,0.63,5.6000000000000005,31.5,80.0,50.0,8v8,Player17
3358.04,0.85,0.95,68.0,47.5,80.0,50.0,8v8,Player17
3358.04,0.85,0.95,68.0,47.5,80.0,50.0,8v8,Player17
3450.64,0.67,0.93,53.6,46.5,80.0,50.0,8v8,Player17
3452.24,0.69,0.95,55.199999999999996,47.5,80.0,50.0,8v8,Player17
3471.04,0.83,0.95,66.39999999999999,47.5,80.0,50.0,8v8,Player17
3472.32,0.84,0.96,67.2,48.0,80.0,50.0,8v8,Player17
3674.28,0.51,0.95,40.8,47.5,80.0,50.0,8v8,Player17
3675.4,0.48,0.93,38.4,46.5,80.0,50.0,8v8,Player17
3709.96,0.49,0.94,39.2,47.0,80.0,50.0,8v8,Player17
3709.96,0.49,0.94,39.2,47.0,80.0,50.0,8v8,Player17
3766.4,0.53,0.94,42.400000000000006,47.0,80.0,50.0,8v8,Player17
3767.08,0.53,0.94,42.400000000000006,47.0,80.0,50.0,8v8,Player17
3824.68,0.23,1.0,18.400000000000002,50.0,80.0,50.0,8v8,Player17
3824.68,0.23,1.0,18.400000000000002,50.0,80.0,50.0,8v8,Player17
4158.28,0.12,0.74,9.6,37.0,80.0,50.0,8v8,Player17
4158.28,0.12,0.74,9.6,37.0,80.0,50.0,8v8,Player17
4374.68,0.39,0.84,31.200000000000003,42.0,80.0,50.0,8v8,Player17
4375.08,0.39,0.83,31.200000000000003,41.5,80.0,50.0,8v8,Player17
4394.32,0.69,0.66,55.199999999999996,33.0,80.0,50.0,8v8,Player17
4558.12,0.66,0.89,52.800000000000004,44.5,80.0,50.0,8v8,Player17
4558.28,0.66,0.88,52.800000000000004,44.0,80.0,50.0,8v8,Player17
4637.12,0.35,0.73,28.0,36.5,80.0,50.0,8v8,Player17
4639.88,0.39,0.87,31.200000000000003,43.5,80.0,50.0,8v8,Player17
4639.88,0.39,0.87,31.200000000000003,43.5,80.0,50.0,8v8,Player17
4795.4,0.37,1.0,29.6,50.0,80.0,50.0,8v8,Player17
4796.08,0.37,0.98,29.6,49.0,80.0,50.0,8v8,Player17
4924.88,0.33,0.89,26.400000000000002,44.5,80.0,50.0,8v8,Player17
4925.44,0.35,0.88,28.0,44.0,80.0,50.0,8v8,Player17
4928.52,0.36,0.99,28.799999999999997,49.5,80.0,50.0,8v8,Player17
4928.52,0.36,0.99,28.799999999999997,49.5,80.0,50.0,8v8,Player17
4928.64,0.36,0.99,28.799999999999997,49.5,80.0,50.0,8v8,Player17
4970.36,0.27,0.78,21.6,39.0,80.0,50.0,8v8,Player17
4972.96,0.23,0.75,18.400000000000002,37.5,80.0,50.0,8v8,Player17
5101.0,0.82,0.28,65.6,14.000000000000002,80.0,50.0,8v8,Player17
5102.8,0.85,0.35,68.0,17.5,80.0,50.0,8v8,Player17
5102.8,0.85,0.35,68.0,17.5,80.0,50.0,8v8,Player17
5113.32,0.74,0.49,59.2,24.5,80.0,50.0,8v8,Player17
5113.56,0.74,0.5,59.2,25.0,80.0,50.0,8v8,Player17
5176.2,0.52,1.0,41.6,50.0,80.0,50.0,8v8,Player17
5176.48,0.52,1.0,41.6,50.0,80.0,50.0,8v8,Player17
5185.2,0.52,1.0,41.6,50.0,80.0,50.0,8v8,Player17
5187.12,0.57,0.98,45.599999999999994,49.0,80.0,50.0,8v8,Player17
5194.48,0.6,0.88,48.0,44.0,80.0,50.0,8v8,Player17
5194.76,0.59,0.87,47.199999999999996,43.5,80.0,50.0,8v8,Player17
5211.4,0.76,0.78,60.8,39.0,80.0,50.0,8v8,Player17
5213.2,0.84,0.79,67.2,39.5,80.0,50.0,8v8,Player17
5309.12,0.07,0.58,5.6000000000000005,28.999999999999996,80.0,50.0,8v8,Player17
5309.12,0.07,0.58,5.6000000000000005,28.999999999999996,80.0,50.0,8v8,Player17
5309.28,0.07,0.58,5.6000000000000005,28.999999999999996,80.0,50.0,8v8,Player17
5358.16,0.83,0.8,66.39999999999999,40.0,80.0,50.0,8v8,Player17
5360.48,0.78,0.85,62.400000000000006,42.5,80.0,50.0,8v8,Player17
5396.6,0.38,0.85,30.4,42.5,80.0,50.0,8v8,Player17
5417.76,0.79,0.87,63.2,43.5,80.0,50.0,8v8,Player17
5419.76,0.81,0.79,64.80000000000001,39.5,80.0,50.0,8v8,Player17
5701.04,0.49,1.01,39.2,50.5,80.0,50.0,8v8,Player17
12.12,0.49,0.98,19.6,19.6,40.0,20.0,5v5,Player17
13.84,0.51,0.97,20.4,19.4,40.0,20.0,5v5,Player17
40.4,0.48,0.86,19.2,17.2,40.0,20.0,5v5,Player17
44.4,0.42,0.79,16.8,15.8,40.0,20.0,5v5,Player17
156.28,0.69,0.87,27.599999999999998,17.4,40.0,20.0,5v5,Player17
157.2,0.71,0.86,28.4,17.2,40.0,20.0,5v5,Player17
187.16,0.62,0.92,24.8,18.400000000000002,40.0,20.0,5v5,Player17
188.36,0.6,0.95,24.0,19.0,40.0,20.0,5v5,Player17
215.4,0.59,0.89,23.599999999999998,17.8,40.0,20.0,5v5,Player17
215.4,0.59,0.89,23.599999999999998,17.8,40.0,20.0,5v5,Player17
464.76,0.7,0.79,28.0,15.8,40.0,20.0,5v5,Player17
466.96,0.65,0.83,26.0,16.599999999999998,40.0,20.0,5v5,Player17
548.04,0.57,0.86,22.799999999999997,17.2,40.0,20.0,5v5,Player17
548.04,0.57,0.86,22.799999999999997,17.2,40.0,20.0,5v5,Player17
608.88,0.54,0.84,21.6,16.8,40.0,20.0,5v5,Player17
608.88,0.54,0.84,21.6,16.8,40.0,20.0,5v5,Player17
608.88,0.54,0.84,21.6,16.8,40.0,20.0,5v5,Player17
730.08,0.89,0.47,35.6,9.399999999999999,40.0,20.0,5v5,Player17
744.24,0.84,0.92,33.6,18.400000000000002,40.0,20.0,5v5,Player17
749.0,0.67,0.86,26.8,17.2,40.0,20.0,5v5,Player17
752.56,0.71,0.91,28.4,18.2,40.0,20.0,5v5,Player17
755.12,0.74,0.96,29.6,19.2,40.0,20.0,5v5,Player17
826.64,0.49,0.9,19.6,18.0,40.0,20.0,5v5,Player17
826.64,0.49,0.9,19.6,18.0,40.0,20.0,5v5,Player17
865.32,0.48,0.78,19.2,15.600000000000001,40.0,20.0,5v5,Player17
868.64,0.46,0.77,18.400000000000002,15.4,40.0,20.0,5v5,Player17
929.56,0.46,0.92,18.400000000000002,18.400000000000002,40.0,20.0,5v5,Player17
932.2,0.41,0.88,16.4,17.6,40.0,20.0,5v5,Player17
1263.88,0.89,0.88,35.6,17.6,40.0,20.0,5v5,Player17
1268.36,0.69,0.88,27.599999999999998,17.6,40.0,20.0,5v5,Player17
1272.8,0.77,0.87,30.8,17.4,40.0,20.0,5v5,Player17
