time,x,y
46.16,0.31,0.78
46.16,0.31,0.78
85.72,1.0,0.01
209.12,0.36,0.82
273.76,0.54,0.3
274.56,0.54,0.3
374.16,0.22,0.36
375.6,0.29,0.38
415.48,0.99,0.01
419.08,0.87,0.1
419.72,0.86,0.11
549.56,0.48,0.79
549.56,0.48,0.79
642.64,0.54,0.73
642.64,0.54,0.73
650.08,0.47,0.67
650.08,0.47,0.67
691.04,1.01,0.01
728.12,0.94,0.99
909.52,0.53,0.69
909.52,0.53,0.69
954.92,0.3,0.45
956.12,0.3,0.48
961.4,0.24,0.5
961.4,0.24,0.5
1020.68,0.39,0.64
1021.84,0.4,0.67
1061.76,0.97,0.98
1164.48,0.2,0.56
1168.32,0.2,0.52
1220.72,0.6,0.4
1223.72,0.59,0.61
1229.16,0.61,0.84
1229.16,0.61,0.84
1355.76,0.51,0.92
1355.76,0.51,0.92
1532.52,0.59,0.39
1532.52,0.59,0.39
1532.96,0.6,0.39
1699.04,0.56,0.73
1945.32,0.24,0.45
1945.84,0.25,0.46
1946.84,0.26,0.46
2070.2,0.36,0.31
2070.2,0.36,0.31
2074.12,0.42,0.57
2081.92,0.58,0.69
2081.92,0.58,0.69
2092.76,0.65,0.23
2092.76,0.65,0.23
2093.6,0.64,0.24
2130.76,0.62,0.27
2147.04,0.85,0.39
2147.04,0.85,0.39
2198.16,0.68,0.21
2199.76,0.66,0.25
2257.0,0.63,0.78
2300.36,1.01,0.01
2384.28,0.28,0.66
2385.6,0.28,0.62
2393.76,0.39,0.36
2394.44,0.4,0.36
2448.44,0.26,0.84
2451.76,0.34,0.82
2507.24,0.73,0.09
2605.8,0.27,0.41
2605.8,0.27,0.41
2736.8,0.36,0.36
2742.6,0.37,0.43
2748.76,0.31,0.27
2748.76,0.31,0.27
2886.4,0.61,0.52
2887.56,0.61,0.5
3025.72,0.63,0.52
3026.88,0.63,0.55
3035.36,0.44,0.8
3037.08,0.43,0.76
3038.72,0.42,0.71
3042.2,0.36,0.61
3080.44,0.02,0.01
3187.96,0.77,0.94
3187.96,0.77,0.94
3234.96,0.47,0.65
3236.68,0.43,0.71
3249.44,0.33,0.85
3250.48,0.37,0.85
3295.76,0.02,0.01
3382.48,0.62,0.63
3382.48,0.62,0.63
3392.96,0.71,0.3
3392.96,0.71,0.3
3442.44,0.56,0.27
3442.44,0.56,0.27
3553.88,0.56,0.55
3556.48,0.56,0.54
3556.48,0.56,0.54
3570.8,0.54,0.54
3938.92,0.48,0.85
3941.2,0.49,0.86
4142.76,0.33,0.18
4144.16,0.34,0.19
4180.4,0.73,0.5
4182.16,0.72,0.48
4190.32,0.57,0.17
4190.32,0.57,0.17
4194.04,0.63,0.23
4240.28,0.66,0.4
4241.36,0.68,0.41
4241.36,0.68,0.41
4292.64,0.64,0.58
4294.0,0.61,0.68
4323.96,0.61,0.33
4325.44,0.62,0.28
4326.44,0.64,0.24
4392.48,0.74,0.48
4392.48,0.74,0.48
4392.6,0.74,0.49
